time,raw_bytes,CHECKSUM,CHECKSUM_recalculated,CHECKSUM_ok,all_checksums_ok,ANGLE,RATE,RATE_SIGN,COUNTER,RATE_ALT
10.041,FF 4B 53 87 24 53 30,2,8,False,False,-18.1,83,1,4,83
10.05,FF 2B 4F 87 85 4F 30,8,3,False,False,-21.3,79,1,5,79
10.06,FF 0D 49 87 96 49 30,9,14,False,False,-24.3,73,1,6,73
10.07,FE EF 48 87 47 48 30,4,0,False,False,-27.3,72,1,7,72
10.08,FE D4 3E 87 28 3E 30,2,1,False,False,-30.0,62,1,8,62
10.09,FE BE 30 87 19 30 30,1,4,False,False,-32.2,48,1,9,48
10.1,FE AE 27 87 5A 27 30,5,8,False,False,-33.800000000000004,39,1,10,39
10.11,FE A0 23 87 EB 23 30,14,13,False,False,-35.2,35,1,11,35
10.12,FE 91 25 87 DC 25 30,13,8,False,False,-36.7,37,1,12,37
10.131,FE 82 28 87 3D 28 30,3,1,False,False,-38.2,40,1,13,40
10.14,FE 6F 35 87 FE 35 30,15,9,False,False,-40.1,53,1,14,53
10.15,FE 55 46 87 3F 46 30,3,15,False,False,-42.7,70,1,15,70
10.16,FE 37 4D 87 30 4D 30,3,0,False,False,-45.7,77,1,0,77
10.17,FE 19 49 87 A1 49 30,10,7,False,False,-48.7,73,1,1,73
10.18,FD FD 46 87 F2 46 30,15,11,False,False,-51.5,70,1,2,70
10.19,FD E1 44 87 13 44 30,1,11,False,False,-54.300000000000004,68,1,3,68
10.2,FD C6 47 87 04 47 30,0,1,False,False,-57.0,71,1,4,71
10.21,FD A9 47 87 85 47 30,8,15,False,False,-59.900000000000006,71,1,5,71
10.22,FD 8D 47 87 D6 47 30,13,12,False,False,-62.7,71,1,6,71
10.241,FD 53 49 87 E8 49 30,14,3,False,False,-68.5,73,1,8,73
10.25,FD 35 4B 87 D9 4B 30,13,14,False,False,-71.5,75,1,9,75
10.26,FD 17 4B 87 EA 4B 30,14,13,False,False,-74.5,75,1,10,75
10.27,FC F8 4A 87 EB 4A 30,14,0,False,False,-77.60000000000001,74,1,11,74
10.28,FC DA 4F 87 CC 4F 30,12,5,False,False,-80.60000000000001,79,1,12,79
10.29,FC BB 4D 87 8D 4D 30,8,9,False,False,-83.7,77,1,13,77
10.301,FC 9D 4D 87 FE 4D 30,15,8,False,False,-86.7,77,1,14,77
10.311,FC 7D 4D 87 0F 4D 30,0,9,False,False,-89.9,77,1,15,77
10.32,FC 5E 50 87 20 50 30,2,1,False,False,-93.0,80,1,0,80
10.33,FC 3D 53 87 51 53 30,5,13,False,False,-96.30000000000001,83,1,1,83
10.34,FC 1D 52 87 52 52 30,5,0,False,False,-99.5,82,1,2,82
10.35,FB FD 52 87 D3 52 30,13,2,False,False,-102.7,82,1,3,82
10.36,FB DB 53 87 F4 53 30,15,3,False,False,-106.10000000000001,83,1,4,83
10.37,FB BA 51 87 B5 51 30,11,9,False,False,-109.4,81,1,5,81
10.381,FB 9B 50 87 A6 50 30,10,11,False,False,-112.5,80,1,6,80
10.391,FB 7B 4E 87 A7 4E 30,10,2,False,False,-115.7,78,1,7,78
10.4,FB 5B 4E 87 78 4E 30,7,3,False,False,-118.9,78,1,8,78
10.41,FB 3B 4E 87 09 4E 30,0,4,False,False,-122.10000000000001,78,1,9,78
10.42,FB 1D 4D 87 4A 4D 30,4,5,False,False,-125.10000000000001,77,1,10,77
10.431,FA FD 50 87 6B 50 30,6,15,False,False,-128.3,80,1,11,80
10.44,FA DE 4E 87 FC 4E 30,15,5,False,False,-131.4,78,1,12,78
10.46,FA A2 47 87 FE 47 30,15,0,False,False,-137.4,71,1,14,71
10.47,FA 85 45 87 9F 45 30,9,2,False,False,-140.3,69,1,15,69
10.48,FA 69 46 87 70 46 30,7,13,False,False,-143.1,70,1,0,70
10.491,FA 4D 45 87 31 45 30,3,12,False,False,-145.9,69,1,1,69
10.51,FA 16 43 87 93 43 30,9,8,False,False,-151.4,67,1,3,67
10.52,F9 FD 43 87 84 43 30,8,3,False,False,-153.9,67,1,4,67
10.531,F9 E2 41 87 55 41 30,5,2,False,False,-156.60000000000002,65,1,5,65
10.54,F9 C8 41 87 E6 41 30,14,13,False,False,-159.20000000000002,65,1,6,65
10.551,F9 AE 3F 87 67 3F 30,6,14,False,False,-161.8,63,1,7,63
10.56,F9 96 3E 87 38 3E 30,3,8,False,False,-164.20000000000002,62,1,8,62
10.58,F9 66 39 87 9A 39 30,9,3,False,False,-169.0,57,1,10,57
10.591,F9 4E 39 87 2B 39 30,2,12,False,False,-171.4,57,1,11,57
10.6,F9 38 38 87 5C 38 30,5,4,False,False,-173.60000000000002,56,1,12,56
10.62,F9 0E 32 87 8E 32 30,8,11,False,False,-177.8,50,1,14,50
10.63,F8 FA 30 87 1F 30 30,1,4,False,False,-179.8,48,1,15,48
10.64,F8 E9 2B 87 60 2B 30,6,1,False,False,-181.5,43,1,0,43
10.651,F8 D8 28 87 61 28 30,6,8,False,False,-183.20000000000002,40,1,1,40
10.67,F8 BA 22 87 A3 22 30,10,2,False,False,-186.20000000000002,34,1,3,34
10.681,F8 AE 20 87 A4 20 30,10,2,False,False,-187.4,32,1,4,32
10.69,F8 A2 1D 87 95 1D 30,9,5,False,False,-188.60000000000002,29,1,5,29
10.71,F8 8E 15 87 D7 15 30,13,9,False,False,-190.60000000000002,21,1,7,21
10.72,F8 86 12 87 D8 12 30,13,6,False,False,-191.4,18,1,8,18
10.731,F8 80 0F 87 69 0F 30,6,3,False,False,-192.0,15,1,9,15
10.74,F8 7A 0C 87 3A 0C 30,3,15,False,False,-192.60000000000002,12,1,10,12
10.751,F8 76 0B 87 9B 0B 30,9,4,False,False,-193.0,11,1,11,11
10.761,F8 73 08 87 8C 08 30,8,12,False,False,-193.3,8,1,12,8
10.77,F8 6F 07 87 BD 07 30,11,2,False,False,-193.70000000000002,7,1,13,7
10.78,F8 6D 03 87 EE 03 30,14,11,False,False,-193.9,3,1,14,3
10.791,F8 6C 02 87 FF 02 30,15,13,False,False,-194.0,2,1,15,2
10.8,F8 6C 01 87 30 01 30,3,14,False,False,-194.0,1,1,0,1
10.81,F8 6C 00 87 31 00 30,3,15,False,False,-194.0,0,1,1,0
10.82,F8 6C 00 87 02 00 30,0,14,False,False,-194.0,0,1,2,0
10.831,F8 6C 00 87 13 00 30,1,13,False,False,-194.0,0,1,3,0
10.84,F8 6C 01 07 F4 01 30,15,2,False,False,-194.0,1,0,4,1
10.851,F8 6D 03 07 D5 03 30,13,12,False,False,-193.9,3,0,5,3
10.86,F8 6E 05 07 B6 05 30,11,6,False,False,-193.8,5,0,6,5
10.87,F8 71 04 07 57 04 30,5,3,False,False,-193.5,4,0,7,4
10.881,F8 72 04 07 98 04 30,9,1,False,False,-193.4,4,0,8,4
10.91,F8 77 06 07 DB 06 30,13,5,False,False,-192.9,6,0,11,6
10.921,F8 79 05 07 7C 05 30,7,4,False,False,-192.70000000000002,5,0,12,5
10.93,F8 7B 04 07 5D 04 30,5,3,False,False,-192.5,4,0,13,4
10.95,F8 7F 04 07 3F 04 30,3,13,False,False,-192.10000000000002,4,0,15,4
10.96,F8 80 05 07 D0 05 30,13,8,False,False,-192.0,5,0,0,5
10.97,F8 82 05 07 E1 05 30,14,5,False,False,-191.8,5,0,1,5
10.98,F8 84 05 07 B2 05 30,11,2,False,False,-191.60000000000002,5,0,2,5
10.99,F8 86 05 07 83 05 30,8,15,False,False,-191.4,5,0,3,5
11.001,F8 88 05 07 14 05 30,1,12,False,False,-191.20000000000002,5,0,4,5
11.011,F8 8A 05 07 25 05 30,2,9,False,False,-191.0,5,0,5,5
11.02,F8 8C 04 07 66 04 30,6,8,False,False,-190.8,4,0,6,4
11.03,F8 8E 05 07 47 05 30,4,3,False,False,-190.60000000000002,5,0,7,5
11.04,F8 90 04 07 58 04 30,5,1,False,False,-190.4,4,0,8,4
11.05,F8 92 05 07 79 05 30,7,12,False,False,-190.20000000000002,5,0,9,5
11.06,F8 93 04 07 4A 04 30,4,12,False,False,-190.10000000000002,4,0,10,4
11.07,F8 95 03 07 4B 03 30,4,11,False,False,-189.9,3,0,11,3
11.081,F8 96 03 07 0C 03 30,0,9,False,False,-189.8,3,0,12,3
11.09,F8 97 03 07 0D 03 30,0,7,False,False,-189.70000000000002,3,0,13,3
11.101,F8 98 02 07 DE 02 30,13,7,False,False,-189.60000000000002,2,0,14,2
11.11,F8 98 01 07 FF 01 30,15,8,False,False,-189.60000000000002,1,0,15,1
11.12,F8 98 00 07 10 00 30,1,9,False,False,-189.60000000000002,0,0,0,0
11.131,F8 98 00 87 81 00 30,8,0,False,False,-189.60000000000002,0,1,1,0
11.14,F8 98 01 87 A2 01 30,10,13,False,False,-189.60000000000002,1,1,2,1
11.15,F8 98 01 87 B3 01 30,11,12,False,False,-189.60000000000002,1,1,3,1
11.16,F8 98 01 87 C4 01 30,12,11,False,False,-189.60000000000002,1,1,4,1
11.171,F8 97 03 87 05 03 30,0,7,False,False,-189.70000000000002,3,1,5,3
11.18,F8 96 02 87 36 02 30,3,9,False,False,-189.8,2,1,6,2
11.19,F8 95 02 87 17 02 30,1,9,False,False,-189.9,2,1,7,2
11.201,F8 94 03 87 E8 03 30,14,7,False,False,-190.0,3,1,8,3
11.21,F8 92 05 87 F9 05 30,15,4,False,False,-190.20000000000002,5,1,9,5
11.22,F8 90 04 87 FA 04 30,15,7,False,False,-190.4,4,1,10,4
11.23,F8 8F 03 87 7B 03 30,7,10,False,False,-190.5,3,1,11,3
11.251,F8 8B 06 87 0D 06 30,0,6,False,False,-190.9,6,1,13,6
11.261,F8 89 05 87 2E 05 30,2,9,False,False,-191.10000000000002,5,1,14,5
11.27,F8 87 05 87 DF 05 30,13,10,False,False,-191.3,5,1,15,5
11.28,F8 84 08 87 C0 08 30,12,6,False,False,-191.60000000000002,8,1,0,8
11.291,F8 82 07 87 41 07 30,4,9,False,False,-191.8,7,1,1,7
11.3,F8 7F 06 87 42 06 30,4,14,False,False,-192.10000000000002,6,1,2,6
11.31,F8 7C 08 87 83 08 30,8,12,False,False,-192.4,8,1,3,8
11.32,F8 79 07 87 54 07 30,5,0,False,False,-192.70000000000002,7,1,4,7
11.33,F8 76 07 87 B5 07 30,11,2,False,False,-193.0,7,1,5,7
11.35,F8 70 07 87 F7 07 30,15,6,False,False,-193.60000000000002,7,1,7,7
11.36,F8 6D 07 87 C8 07 30,12,9,False,False,-193.9,7,1,8,7
11.371,F8 6B 07 87 B9 07 30,11,10,False,False,-194.10000000000002,7,1,9,7
11.38,F8 68 05 87 9A 05 30,9,0,False,False,-194.4,5,1,10,5
11.39,F8 66 05 87 6B 05 30,6,1,False,False,-194.60000000000002,5,1,11,5
11.4,F8 65 03 87 4C 03 30,4,5,False,False,-194.70000000000002,3,1,12,3
11.41,F8 63 02 87 2D 02 30,2,8,False,False,-194.9,2,1,13,2
11.42,F8 63 01 87 2E 01 30,2,9,False,False,-194.9,1,1,14,1
11.43,F8 62 00 07 BF 00 30,11,3,False,False,-195.0,0,0,15,0
11.441,F8 63 00 07 50 00 30,5,1,False,False,-194.9,0,0,0,0
11.45,F8 63 00 07 41 00 30,4,0,False,False,-194.9,0,0,1,0
11.46,F8 63 00 07 72 00 30,7,15,False,False,-194.9,0,0,2,0
11.471,F8 63 02 07 43 02 30,4,10,False,False,-194.9,2,0,3,2
11.48,F8 64 02 07 44 02 30,4,8,False,False,-194.8,2,0,4,2
11.49,F8 65 01 07 75 01 30,7,8,False,False,-194.70000000000002,1,0,5,1
11.501,F8 65 01 07 46 01 30,4,7,False,False,-194.70000000000002,1,0,6,1
11.51,F8 65 02 07 67 02 30,6,4,False,False,-194.70000000000002,2,0,7,2
11.52,F8 66 03 07 B8 03 30,11,0,False,False,-194.60000000000002,3,0,8,3
11.53,F8 67 02 07 A9 02 30,10,0,False,False,-194.5,2,0,9,2
11.54,F8 68 03 07 7A 03 30,7,12,False,False,-194.4,3,0,10,3
11.55,F8 6A 03 07 4B 03 30,4,9,False,False,-194.20000000000002,3,0,11,3
11.56,F8 6B 03 07 2C 03 30,2,7,False,False,-194.10000000000002,3,0,12,3
11.57,F8 6C 03 07 4D 03 30,4,5,False,False,-194.0,3,0,13,3
11.59,F8 6E 02 07 5F 02 30,5,3,False,False,-193.8,2,0,15,2
11.6,F8 6F 02 07 B0 02 30,11,1,False,False,-193.70000000000002,2,0,0,2
11.61,F8 6F 02 07 A1 02 30,10,0,False,False,-193.70000000000002,2,0,1,2
11.62,F8 70 02 07 72 02 30,7,13,False,False,-193.60000000000002,2,0,2,2
11.631,F8 71 01 07 43 01 30,4,13,False,False,-193.5,1,0,3,1
11.64,F8 71 01 07 34 01 30,3,12,False,False,-193.5,1,0,4,1
11.651,F8 72 01 07 15 01 30,1,10,False,False,-193.4,1,0,5,1
11.66,F8 72 00 07 36 00 30,3,11,False,False,-193.4,0,0,6,0
11.67,F8 73 01 07 27 01 30,2,7,False,False,-193.3,1,0,7,1
11.681,F8 73 01 07 D8 01 30,13,6,False,False,-193.3,1,0,8,1
11.69,F8 73 02 07 F9 02 30,15,3,False,False,-193.3,2,0,9,2
11.7,F8 74 01 07 8A 01 30,8,3,False,False,-193.20000000000002,1,0,10,1
11.711,F8 75 01 07 8B 01 30,8,1,False,False,-193.10000000000002,1,0,11,1
11.72,F8 75 01 07 FC 01 30,15,0,False,False,-193.10000000000002,1,0,12,1
11.73,F8 76 03 07 FD 03 30,15,10,False,False,-193.0,3,0,13,3
11.74,F8 77 04 07 AE 04 30,10,6,False,False,-192.9,4,0,14,4
11.75,F8 78 03 07 3F 03 30,3,6,False,False,-192.8,3,0,15,3
11.76,F8 79 03 07 D0 03 30,13,4,False,False,-192.70000000000002,3,0,0,3
11.77,F8 7B 04 07 91 04 30,9,15,False,False,-192.5,4,0,1,4
11.781,F8 7D 05 07 D2 05 30,13,10,False,False,-192.3,5,0,2,5
11.79,F8 7F 05 07 E3 05 30,14,7,False,False,-192.10000000000002,5,0,3,5
11.8,F8 81 07 07 A4 07 30,10,15,False,False,-191.9,7,0,4,7
11.81,F8 83 07 07 95 07 30,9,12,False,False,-191.70000000000002,7,0,5,7
11.82,F8 86 06 07 E6 06 30,14,10,False,False,-191.4,6,0,6,6
11.83,F8 89 09 07 F7 09 30,15,0,False,False,-191.10000000000002,9,0,7,9
11.84,F8 8D 0A 07 78 0A 30,7,9,False,False,-190.70000000000002,10,0,8,10
11.851,F8 90 0A 07 A9 0A 30,10,4,False,False,-190.4,10,0,9,10
11.87,F8 99 0C 07 7B 0C 30,7,5,False,False,-189.5,12,0,11,12
11.881,F8 9E 0E 07 5C 0E 30,5,11,False,False,-189.0,14,0,12,14
11.891,F8 A4 0E 07 DD 0E 30,13,3,False,False,-188.4,14,0,13,14
11.9,F8 AA 0F 07 1E 0F 30,1,10,False,False,-187.8,15,0,14,15
11.91,F8 B0 10 07 5F 10 30,5,14,False,False,-187.20000000000002,16,0,15,16
11.92,F8 B6 10 07 C0 10 30,12,7,False,False,-186.60000000000002,16,0,0,16
11.931,F8 BD 11 07 71 11 30,7,13,False,False,-185.9,17,0,1,17
11.94,F8 C4 12 07 92 12 30,9,2,False,False,-185.20000000000002,18,0,2,18
11.951,F8 CB 12 07 73 12 30,7,10,False,False,-184.5,18,0,3,18
11.96,F8 D2 12 07 84 12 30,8,1,False,False,-183.8,18,0,4,18
11.97,F8 DA 13 07 05 13 30,0,6,False,False,-183.0,19,0,5,19
11.98,F8 E1 14 07 C6 14 30,12,11,False,False,-182.3,20,0,6,20
11.99,F8 EA 14 07 67 14 30,6,1,False,False,-181.4,20,0,7,20
12.0,F8 F2 15 07 18 15 30,1,5,False,False,-180.60000000000002,21,0,8,21
12.01,F8 FA 16 07 B9 16 30,11,10,False,False,-179.8,22,0,9,22
12.02,F9 03 15 07 CA 15 30,12,0,False,False,-178.9,21,0,10,21
12.03,F9 0C 16 07 1B 16 30,1,4,False,False,-178.0,22,0,11,22
12.041,F9 15 16 07 EC 16 30,14,9,False,False,-177.10000000000002,22,0,12,22
12.05,F9 1E 16 07 4D 16 30,4,15,False,False,-176.20000000000002,22,0,13,22
12.06,F9 27 17 07 CE 17 30,12,2,False,False,-175.3,23,0,14,23
12.07,F9 30 17 07 BF 17 30,11,7,False,False,-174.4,23,0,15,23
12.09,F9 43 18 07 E1 18 30,14,15,False,False,-172.5,24,0,1,24
12.11,F9 57 19 07 83 19 30,8,6,False,False,-170.5,25,0,3,25
12.14,F9 74 1A 07 F6 1A 30,15,2,False,False,-167.60000000000002,26,0,6,26
12.151,F9 7E 1A 07 47 1A 30,4,7,False,False,-166.60000000000002,26,0,7,26
12.16,F9 88 1B 07 38 1B 30,3,9,False,False,-165.60000000000002,27,0,8,27
12.17,F9 93 1A 07 99 1A 30,9,14,False,False,-164.5,26,0,9,26
12.18,F9 9E 1C 07 1A 1C 30,1,14,False,False,-163.4,28,0,10,28
12.19,F9 AA 1F 07 4B 1F 30,4,10,False,False,-162.20000000000002,31,0,11,31
12.2,F9 B7 21 07 2C 21 30,2,5,False,False,-160.9,33,0,12,33
12.211,F9 C4 21 07 7D 21 30,7,6,False,False,-159.60000000000002,33,0,13,33
12.22,F9 D2 24 07 6E 24 30,6,0,False,False,-158.20000000000002,36,0,14,36
12.23,F9 E1 26 07 5F 26 30,5,11,False,False,-156.70000000000002,38,0,15,38
12.24,F9 F1 29 07 40 29 30,4,3,False,False,-155.10000000000002,41,0,0,41
12.25,FA 02 2B 07 81 2B 30,8,11,False,False,-153.4,43,0,1,43
12.26,FA 13 2D 07 D2 2D 30,13,4,False,False,-151.70000000000002,45,0,2,45
12.27,FA 25 30 07 53 30 30,5,8,False,False,-149.9,48,0,3,48
12.28,FA 39 32 07 D4 32 30,13,14,False,False,-147.9,50,0,4,50
12.29,FA 4E 34 07 A5 34 30,10,3,False,False,-145.8,52,0,5,52
12.301,FA 63 35 07 76 35 30,7,9,False,False,-143.70000000000002,53,0,6,53
12.31,FA 79 37 07 F7 37 30,15,13,False,False,-141.5,55,0,7,55
12.33,FA A7 3A 07 F9 3A 30,15,4,False,False,-136.9,58,0,9,58
12.34,FA BE 3D 07 3A 3D 30,3,5,False,False,-134.6,61,0,10,61
12.35,FA D7 3D 07 DB 3D 30,13,9,False,False,-132.1,61,0,11,61
12.36,FA EF 3D 07 1C 3D 30,1,15,False,False,-129.70000000000002,61,0,12,61
12.371,FB 08 3E 07 BD 3E 30,11,0,False,False,-127.2,62,0,13,62
12.38,FB 20 3C 07 0E 3C 30,0,9,False,False,-124.80000000000001,60,0,14,60
12.39,FB 39 3E 07 BF 3E 30,11,10,False,False,-122.30000000000001,62,0,15,62
12.4,FB 52 3F 07 80 3F 30,8,12,False,False,-119.80000000000001,63,0,0,63
12.41,FB 6B 3F 07 31 3F 30,3,1,False,False,-117.30000000000001,63,0,1,63
12.421,FB 84 41 07 82 41 30,8,15,False,False,-114.80000000000001,65,0,2,65
12.44,FB B8 41 07 14 41 30,1,6,False,False,-109.60000000000001,65,0,4,65
12.45,FB D2 40 07 D5 40 30,13,11,False,False,-107.0,64,0,5,64
12.46,FB EC 40 07 36 40 30,3,15,False,False,-104.4,64,0,6,64
12.48,FC 1F 41 07 78 41 30,7,4,False,False,-99.30000000000001,65,0,8,65
12.49,FC 39 3E 07 A9 3E 30,10,15,False,False,-96.7,62,0,9,62
12.501,FC 51 3E 07 7A 3E 30,7,4,False,False,-94.30000000000001,62,0,10,62
12.51,FC 6A 3E 07 EB 3E 30,14,9,False,False,-91.80000000000001,62,0,11,62
12.52,FC 83 3E 07 EC 3E 30,14,13,False,False,-89.30000000000001,62,0,12,62
12.531,FC 9C 3D 07 2D 3D 30,2,4,False,False,-86.80000000000001,61,0,13,61
12.54,FC B4 3C 07 AE 3C 30,10,11,False,False,-84.4,60,0,14,60
12.551,FC CC 3C 07 4F 3C 30,4,1,False,False,-82.0,60,0,15,60
12.56,FC E3 3A 07 00 3A 30,0,11,False,False,-79.7,58,0,0,58
12.57,FC FA 38 07 B1 38 30,11,6,False,False,-77.4,56,0,1,56
12.58,FD 0F 36 07 D2 36 30,13,2,False,False,-75.3,54,0,2,54
12.59,FD 25 33 07 13 33 30,1,15,False,False,-73.10000000000001,51,0,3,51
12.6,FD 39 31 07 94 31 30,9,13,False,False,-71.10000000000001,49,0,4,49
12.61,FD 4B 2C 07 15 2C 30,1,5,False,False,-69.3,44,0,5,44
12.621,FD 5B 28 07 76 28 30,7,11,False,False,-67.7,40,0,6,40
12.63,FD 6B 26 07 B7 26 30,11,13,False,False,-66.10000000000001,38,0,7,38
12.64,FD 79 24 07 58 24 30,5,1,False,False,-64.7,36,0,8,36
12.651,FD 87 22 07 39 22 30,3,5,False,False,-63.300000000000004,34,0,9,34
12.66,FD 95 22 07 3A 22 30,3,5,False,False,-61.900000000000006,34,0,10,34
12.681,FD B0 21 07 1C 21 30,1,8,False,False,-59.2,33,0,12,33
12.7,FD CA 1F 07 3E 1F 30,3,1,False,False,-56.6,31,0,14,31
12.71,FD D6 1E 07 EF 1E 30,14,5,False,False,-55.400000000000006,30,0,15,30
12.72,FD E2 1E 07 60 1E 30,6,7,False,False,-54.2,30,0,0,30
12.731,FD ED 1C 07 A1 1C 30,10,15,False,False,-53.1,28,0,1,28
12.74,FD F9 1C 07 C2 1C 30,12,1,False,False,-51.900000000000006,28,0,2,28
12.75,FE 04 1A 07 A3 1A 30,10,7,False,False,-50.800000000000004,26,0,3,26
12.76,FE 0E 18 07 54 18 30,5,0,False,False,-49.800000000000004,24,0,4,24
12.77,FE 17 18 07 C5 18 30,12,5,False,False,-48.900000000000006,24,0,5,24
12.78,FE 21 19 07 B6 19 30,11,7,False,False,-47.900000000000006,25,0,6,25
12.791,FE 2C 1B 07 57 1B 30,5,7,False,False,-46.800000000000004,27,0,7,27
12.8,FE 37 1C 07 78 1C 30,7,8,False,False,-45.7,28,0,8,28
12.81,FE 43 1D 07 49 1D 30,4,8,False,False,-44.5,29,0,9,29
12.82,FE 4F 1E 07 8A 1E 30,8,9,False,False,-43.300000000000004,30,0,10,30
12.831,FE 5B 1F 07 DB 1F 30,13,9,False,False,-42.1,31,0,11,31
12.84,FE 66 1B 07 0C 1B 30,0,4,False,False,-41.0,27,0,12,27
12.85,FE 71 1A 07 6D 1A 30,6,9,False,False,-39.900000000000006,26,0,13,26
12.861,FE 7B 1B 07 EE 1B 30,14,12,False,False,-38.900000000000006,27,0,14,27
12.87,FE 87 1C 07 BF 1C 30,11,12,False,False,-37.7,28,0,15,28
12.88,FE 91 1A 07 50 1A 30,5,4,False,False,-36.7,26,0,0,26
12.89,FE 9C 1A 07 91 1A 30,9,8,False,False,-35.6,26,0,1,26
12.9,FE A6 18 07 12 18 30,1,0,False,False,-34.6,24,0,2,24
12.91,FE AF 16 07 73 16 30,7,10,False,False,-33.7,22,0,3,22
12.92,FE B7 13 07 C4 13 30,12,6,False,False,-32.9,19,0,4,19
12.93,FE BD 0F 07 A5 0F 30,10,9,False,False,-32.300000000000004,15,0,5,15
12.94,FE C2 0B 07 56 0B 30,5,10,False,False,-31.8,11,0,6,11
12.95,FE C6 08 07 37 08 30,3,11,False,False,-31.400000000000002,8,0,7,8
12.961,FE C9 05 07 E8 05 30,14,13,False,False,-31.1,5,0,8,5
12.98,FE CC 03 07 FA 03 30,15,12,False,False,-30.8,3,0,10,3
12.991,FE CD 03 07 FB 03 30,15,10,False,False,-30.700000000000003,3,0,11,3
13.0,FE CE 03 07 BC 03 30,11,8,False,False,-30.6,3,0,12,3
13.01,FE CF 02 07 AD 02 30,10,8,False,False,-30.5,2,0,13,2
13.02,FE D0 03 07 6E 03 30,6,3,False,False,-30.400000000000002,3,0,14,3
13.03,FE D1 02 07 7F 02 30,7,3,False,False,-30.3,2,0,15,2
13.04,FE D2 02 07 B0 02 30,11,1,False,False,-30.200000000000003,2,0,0,2
13.05,FE D3 02 07 B1 02 30,11,15,False,False,-30.1,2,0,1,2
13.06,FE D3 02 07 82 02 30,8,14,False,False,-30.1,2,0,2,2
13.07,FE D4 02 07 E3 02 30,14,12,False,False,-30.0,2,0,3,2
13.08,FE D4 01 07 A4 01 30,10,13,False,False,-30.0,1,0,4,1
13.09,FE D5 01 07 A5 01 30,10,11,False,False,-29.900000000000002,1,0,5,1
13.101,FE D5 01 07 96 01 30,9,10,False,False,-29.900000000000002,1,0,6,1
13.11,FE D5 01 07 87 01 30,8,9,False,False,-29.900000000000002,1,0,7,1
13.12,FE D6 02 07 78 02 30,7,5,False,False,-29.8,2,0,8,2
13.131,FE D7 02 07 79 02 30,7,3,False,False,-29.700000000000003,2,0,9,2
13.14,FE D8 03 07 AA 03 30,10,15,False,False,-29.6,3,0,10,3
13.15,FE D9 04 07 DB 04 30,13,11,False,False,-29.5,4,0,11,4
13.161,FE DB 05 07 9C 05 30,9,6,False,False,-29.3,5,0,12,5
13.17,FE DD 07 07 CD 07 30,12,15,False,False,-29.1,7,0,13,7
13.18,FE E1 0B 07 CE 0B 30,12,1,False,False,-28.700000000000003,11,0,14,11
13.19,FE E6 0F 07 EF 0F 30,14,3,False,False,-28.200000000000003,15,0,15,15
13.21,FE F4 13 07 E1 13 30,14,8,False,False,-26.8,19,0,1,19
13.22,FE FC 15 07 32 15 30,3,11,False,False,-26.0,21,0,2,21
13.23,FF 05 16 07 63 16 30,6,13,False,False,-25.1,22,0,3,22
13.241,FF 0D 16 07 94 16 30,9,4,False,False,-24.3,22,0,4,22
13.25,FF 16 18 07 C5 18 30,12,5,False,False,-23.400000000000002,24,0,5,24
13.26,FF 20 19 07 B6 19 30,11,7,False,False,-22.400000000000002,25,0,6,25
13.27,FF 2A 19 07 07 19 30,0,12,False,False,-21.400000000000002,25,0,7,25
13.29,FF 3E 19 07 B9 19 30,11,5,False,False,-19.400000000000002,25,0,9,25
13.31,FF 52 18 07 2B 18 30,2,15,False,False,-17.400000000000002,24,0,11,24
13.32,FF 5B 18 07 CC 18 30,12,5,False,False,-16.5,24,0,12,24
13.33,FF 65 17 07 FD 17 30,15,11,False,False,-15.5,23,0,13,23
13.35,FF 76 13 07 BF 13 30,11,15,False,False,-13.8,19,0,15,19
13.36,FF 7D 12 07 E0 12 30,14,9,False,False,-13.100000000000001,18,0,0,18
13.37,FF 84 11 07 A1 11 30,10,2,False,False,-12.4,17,0,1,17
13.38,FF 8B 0F 07 92 0F 30,9,0,False,False,-11.700000000000001,15,0,2,15
13.39,FF 91 0F 07 33 0F 30,3,8,False,False,-11.100000000000001,15,0,3,15
13.4,FF 96 0C 07 04 0C 30,0,8,False,False,-10.600000000000001,12,0,4,12
13.41,FF 9B 0A 07 A5 0A 30,10,6,False,False,-10.100000000000001,10,0,5,10
13.42,FF 9F 09 07 E6 09 30,14,3,False,False,-9.700000000000001,9,0,6,9
13.451,FF A5 02 07 39 02 30,3,7,False,False,-9.1,2,0,9,2
13.461,FF A6 00 07 1A 00 30,1,9,False,False,-9.0,0,0,10,0
13.47,FF A6 00 87 8B 00 30,8,0,False,False,-9.0,0,1,11,0
13.52,FF A6 00 87 30 00 30,3,11,False,False,-9.0,0,1,0,0
13.53,FF A6 00 07 A1 00 30,10,2,False,False,-9.0,0,0,1,0
13.541,FF A6 00 87 12 00 30,1,9,False,False,-9.0,0,1,2,0
13.55,FF A6 01 07 93 01 30,9,14,False,False,-9.0,1,0,3,1
13.6,FF A6 01 07 28 01 30,2,9,False,False,-9.0,1,0,8,1
13.61,FF A6 00 87 A9 00 30,10,2,False,False,-9.0,0,1,9,0
13.621,FF A6 00 87 9A 00 30,9,1,False,False,-9.0,0,1,10,0
13.63,FF A6 00 87 8B 00 30,8,0,False,False,-9.0,0,1,11,0
13.68,FF A6 00 07 B0 00 30,11,3,False,False,-9.0,0,0,0,0
